"طقم دفاية
",,,
المجموع,كلسون,كم,"المقاس
"
60,25,35,28
70,30,40,30
80,35,45,32
90,40,50,34
100,45,55,36
110,50,60,38
120,55,65,40
130,60,70,42
140,65,75,44
180,85,95,46
190,90,100,48
200,95,105,50
210,100,110,52
220,105,115,54
230,110,120,56
